model,EOS,Z_amp,Z_lambda,HeII4686_Hb,HeI5016_Hb,OII4651_Hb,OIII5007_Hb,OIII4363_CO_Hb,OIII4363_RR_Hb,OIII4363_CX_Hb,OIII4363_Hb,OIII4363_over_OIII5007
ou5ani-T115-L660-p-llha-Z15fluct-long,const_P,15,long,0.7514,0.02249,0.02875,1.069,0.006388,0.006396,0.001397,0.01418,0.01326
